fullname,CHELSA_bio1_1981.2010_V.2.1,CHELSA_bio12_1981.2010_V.2.1,nitrogen_0.5cm_mean,phh2o_0.5cm_mean,fullname,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
Marsdenia bourgaeana,21.55,1786.2,296.5,59.0,Marsdenia bourgaeana,Marsdenia bourgaeana,Marsdenia bourgaeana,153540-2,153540-2,Species
Marsdenia brevifolia,22.05,730.5,157.0,65.0,Marsdenia brevifolia,Marsdenia brevifolia,Marsdenia brevifolia,985210-1,985210-1,Species
Marsdenia calcicola,23.549999999999997,1231.35,246.5,56.5,Marsdenia calcicola,Marsdenia calcicola,Marsdenia calcicola,99102-1,99102-1,Species
Marsdenia callosa,26.6,1076.5,312.0,65.0,Marsdenia callosa,Marsdenia callosa,Marsdenia callosa,315220-2,315220-2,Species
Marsdenia castillonii,20.75,719.2,191.0,67.0,Marsdenia castillonii,Marsdenia castillonii,Marsdenia castillonii,99109-1,99109-1,Species
Marsdenia cordifolia,24.95,441.5,135.0,67.0,Marsdenia cordifolia,Marsdenia cordifolia,Marsdenia cordifolia,99118-1,99118-1,Species
Marsdenia coulteri,23.75,1034.4,291.0,70.0,Marsdenia coulteri,Marsdenia coulteri,Marsdenia coulteri,99120-1,99120-1,Species
Marsdenia crinita,26.45,1192.4,293.0,59.0,Marsdenia crinita,Marsdenia crinita,Marsdenia crinita,99122-1,99122-1,Species
Marsdenia cuixmalensis,25.15,891.5,316.0,65.0,Marsdenia cuixmalensis,Marsdenia cuixmalensis,Marsdenia cuixmalensis,77106180-1,77106180-1,Species
Marsdenia destituta,21.2,4052.15,511.0,55.0,Marsdenia destituta,Marsdenia destituta,Marsdenia destituta,985216-1,985216-1,Species
Marsdenia dissitiflora,26.65,2998.5,,,Marsdenia dissitiflora,Marsdenia dissitiflora,Marsdenia dissitiflora,985159-1,985159-1,Species
Marsdenia dognyensis,19.95,1628.6,399.0,51.0,Marsdenia dognyensis,Marsdenia dognyensis,Marsdenia dognyensis,99132-1,99132-1,Species
Marsdenia dressleri,25.3,2820.3999999999996,448.5,57.5,Marsdenia dressleri,Marsdenia dressleri,Marsdenia dressleri,153552-2,153552-2,Species
Marsdenia egregia,21.950000000000003,1469.85,429.0,53.5,Marsdenia egregia,Marsdenia egregia,Marsdenia egregia,985174-1,985174-1,Species
Marsdenia elephantina,23.35,2019.6,387.0,54.0,Marsdenia elephantina,Marsdenia elephantina,Marsdenia elephantina,99142-1,99142-1,Species
Marsdenia engleriana,20.05,3181.2,518.0,54.5,Marsdenia engleriana,Marsdenia engleriana,Marsdenia engleriana,153558-2,153558-2,Species
Marsdenia exellii,22.15,1646.6,598.0,55.0,Marsdenia exellii,Marsdenia exellii,Marsdenia exellii,99149-1,99149-1,Species
Marsdenia flavescens,15.65,1054.5,334.0,53.0,Marsdenia flavescens,Marsdenia flavescens,Marsdenia flavescens,99150-1,99150-1,Species
Marsdenia formosana,19.75,3990.25,444.0,49.0,Marsdenia formosana,Marsdenia formosana,Marsdenia formosana,99153-1,99153-1,Species
Marsdenia fruticosa,24.15,2673.3,602.0,57.0,Marsdenia fruticosa,Marsdenia fruticosa,Marsdenia fruticosa,60440836-2,60440836-2,Species
Marsdenia geminata,26.55,1188.4,115.0,63.0,Marsdenia geminata,Marsdenia geminata,Marsdenia geminata,985218-1,985218-1,Species
Marsdenia glabra,26.55,1595.6,253.0,57.0,Marsdenia glabra,Marsdenia glabra,Marsdenia glabra,99160-1,99160-1,Species
Marsdenia globosa,14.7,2730.8999999999996,518.0,52.5,Marsdenia globosa,Marsdenia globosa,Marsdenia globosa,985180-1,985180-1,Species
Marsdenia gonoloboides,25.45,2836.75,397.5,51.0,Marsdenia gonoloboides,Marsdenia gonoloboides,Marsdenia gonoloboides,99169-1,99169-1,Species
Marsdenia graniticola,21.85,240.3,110.0,75.0,Marsdenia graniticola,Marsdenia graniticola,Marsdenia graniticola,985207-1,985207-1,Species
Marsdenia guillauminiana,23.95,2080.1,204.0,56.0,Marsdenia guillauminiana,Marsdenia guillauminiana,Marsdenia guillauminiana,77164448-1,77164448-1,Species
Marsdenia gymnemopsis,26.6,1428.1,310.5,63.0,Marsdenia gymnemopsis,Marsdenia gymnemopsis,Marsdenia gymnemopsis,1004721-1,1004721-1,Species
Marsdenia haitiensis,24.35,1215.2,307.0,59.0,Marsdenia haitiensis,Marsdenia haitiensis,Marsdenia haitiensis,153567-2,153567-2,Species
Marsdenia harmandiella,25.95,1794.0,272.0,62.0,Marsdenia harmandiella,Marsdenia harmandiella,Marsdenia harmandiella,1004722-1,1004722-1,Species
Marsdenia hemiptera,25.75,1555.2,225.0,59.0,Marsdenia hemiptera,Marsdenia hemiptera,Marsdenia hemiptera,99181-1,99181-1,Species
Marsdenia jensenii,20.5,3240.2,314.5,51.5,Marsdenia jensenii,Marsdenia jensenii,Marsdenia jensenii,999019-1,999019-1,Species
Marsdenia kempteriana,15.65,3671.2,524.0,53.0,Marsdenia kempteriana,Marsdenia kempteriana,Marsdenia kempteriana,99191-1,99191-1,Species
Marsdenia koi,18.15,1468.2,308.0,56.0,Marsdenia koi,Marsdenia koi,Marsdenia koi,99193-1,99193-1,Species
Marsdenia kuniensis,23.05,1737.3,495.0,56.0,Marsdenia kuniensis,Marsdenia kuniensis,Marsdenia kuniensis,77178902-1,77178902-1,Species
Marsdenia lactifera,26.75,2934.2,,,Marsdenia lactifera,Marsdenia lactifera,Marsdenia lactifera,987511-1,987511-1,Species
Marsdenia latifolia,25.25,1598.8,312.0,53.0,Marsdenia latifolia,Marsdenia latifolia,Marsdenia latifolia,99198-1,99198-1,Species
Marsdenia lloydii,16.35,1201.1,405.0,56.0,Marsdenia lloydii,Marsdenia lloydii,Marsdenia lloydii,941087-1,941087-1,Species
Marsdenia longipes,21.65,1721.8,,,Marsdenia longipes,Marsdenia longipes,Marsdenia longipes,99208-1,99208-1,Species
Marsdenia lucida,10.05,3414.9,616.0,59.5,Marsdenia lucida,Marsdenia lucida,Marsdenia lucida,99211-1,99211-1,Species
Marsdenia lyonsioides,19.65,1642.5,416.5,52.0,Marsdenia lyonsioides,Marsdenia lyonsioides,Marsdenia lyonsioides,99213-1,99213-1,Species
Marsdenia macrantha,23.25,469.65,99.0,69.0,Marsdenia macrantha,Marsdenia macrantha,Marsdenia macrantha,99215-1,99215-1,Species
Marsdenia magallanesiana,25.15,824.8,242.5,65.5,Marsdenia magallanesiana,Marsdenia magallanesiana,Marsdenia magallanesiana,60449263-2,60449263-2,Species
Marsdenia mayana,22.65,1303.3,280.0,63.5,Marsdenia mayana,Marsdenia mayana,Marsdenia mayana,153587-2,153587-2,Species
Marsdenia micradenia,19.55,890.0,213.0,60.0,Marsdenia micradenia,Marsdenia micradenia,Marsdenia micradenia,985213-1,985213-1,Species
Marsdenia microlepis,21.25,766.4,150.5,64.0,Marsdenia microlepis,Marsdenia microlepis,Marsdenia microlepis,99228-1,99228-1,Species
Marsdenia millariae,26.45,2554.5,549.5,55.0,Marsdenia millariae,Marsdenia millariae,Marsdenia millariae,985193-1,985193-1,Species
Marsdenia muelleri,26.25,772.9,53.0,65.5,Marsdenia muelleri,Marsdenia muelleri,Marsdenia muelleri,985223-1,985223-1,Species
Marsdenia neomicrostoma,23.45,1277.9,249.5,54.0,Marsdenia neomicrostoma,Marsdenia neomicrostoma,Marsdenia neomicrostoma,77178903-1,77178903-1,Species
Marsdenia nicoyana,26.25,1767.1,402.5,63.0,Marsdenia nicoyana,Marsdenia nicoyana,Marsdenia nicoyana,153593-2,153593-2,Species
Marsdenia nubicola,17.75,2376.8,691.0,55.0,Marsdenia nubicola,Marsdenia nubicola,Marsdenia nubicola,280436-2,280436-2,Species
Marsdenia oblanceolata,24.05,1988.6,321.0,53.0,Marsdenia oblanceolata,Marsdenia oblanceolata,Marsdenia oblanceolata,1004718-1,1004718-1,Species
Marsdenia officinalis,14.850000000000001,1501.3000000000002,446.0,57.5,Marsdenia officinalis,Marsdenia officinalis,Marsdenia officinalis,99241-1,99241-1,Species
Marsdenia oreophila,14.15,1058.6999999999998,474.0,60.0,Marsdenia oreophila,Marsdenia oreophila,Marsdenia oreophila,99243-1,99243-1,Species
Marsdenia pachyglossa,25.95,2134.3,392.0,55.5,Marsdenia pachyglossa,Marsdenia pachyglossa,Marsdenia pachyglossa,985162-1,985162-1,Species
Marsdenia panamensis,26.25,1943.1,268.0,60.0,Marsdenia panamensis,Marsdenia panamensis,Marsdenia panamensis,153595-2,153595-2,Species
Marsdenia parvifolia,17.95,568.7,253.0,75.0,Marsdenia parvifolia,Marsdenia parvifolia,Marsdenia parvifolia,153596-2,153596-2,Species
Marsdenia peraffinis,26.85,1174.4,348.0,65.0,Marsdenia peraffinis,Marsdenia peraffinis,Marsdenia peraffinis,153597-2,153597-2,Species
Marsdenia poioensis,12.55,2973.4,725.0,51.0,Marsdenia poioensis,Marsdenia poioensis,Marsdenia poioensis,985183-1,985183-1,Species
Marsdenia primulina,13.0,6553.5,865.0,51.5,Marsdenia primulina,Marsdenia primulina,Marsdenia primulina,985200-1,985200-1,Species
Marsdenia propinqua,23.85,1368.1999999999998,354.0,62.0,Marsdenia propinqua,Marsdenia propinqua,Marsdenia propinqua,99260-1,99260-1,Species
Marsdenia pumila,22.35,736.8,92.0,69.0,Marsdenia pumila,Marsdenia pumila,Marsdenia pumila,985203-1,985203-1,Species
Marsdenia quadrialata,25.55,524.6,141.0,64.0,Marsdenia quadrialata,Marsdenia quadrialata,Marsdenia quadrialata,99265-1,99265-1,Species
Marsdenia rara,23.55,2688.0,283.0,54.0,Marsdenia rara,Marsdenia rara,Marsdenia rara,985205-1,985205-1,Species
Marsdenia roylei,14.3,1534.6,437.5,64.5,Marsdenia roylei,Marsdenia roylei,Marsdenia roylei,99281-1,99281-1,Species
Marsdenia schimperi,16.95,1600.1,298.0,60.0,Marsdenia schimperi,Marsdenia schimperi,Marsdenia schimperi,99288-1,99288-1,Species
Marsdenia schneideri,20.2,2214.6499999999996,296.0,56.0,Marsdenia schneideri,Marsdenia schneideri,Marsdenia schneideri,99290-1,99290-1,Species
Marsdenia sinensis,15.85,1136.1,395.0,61.0,Marsdenia sinensis,Marsdenia sinensis,Marsdenia sinensis,99294-1,99294-1,Species
Marsdenia sinensis var. corrugata,14.7,980.5,527.0,65.0,Marsdenia sinensis var. corrugata,Marsdenia sinensis,Marsdenia sinensis,99294-1,99294-1,Species
Marsdenia squamulosa,28.45,1165.0,,,Marsdenia squamulosa,Marsdenia squamulosa,Marsdenia squamulosa,1004720-1,1004720-1,Species
Marsdenia stenantha,15.55,920.1,494.0,63.0,Marsdenia stenantha,Marsdenia stenantha,Marsdenia stenantha,99303-1,99303-1,Species
Marsdenia stephanotidifolia,18.25,3727.8,596.0,55.0,Marsdenia stephanotidifolia,Marsdenia stephanotidifolia,Marsdenia stephanotidifolia,153611-2,153611-2,Species
Marsdenia suaveolens,16.25,1026.1,280.0,52.0,Marsdenia suaveolens,Marsdenia suaveolens,Marsdenia suaveolens,99309-1,99309-1,Species
Marsdenia tenacissima,22.95,1284.9,286.0,58.0,Marsdenia tenacissima,Marsdenia tenacissima,Marsdenia tenacissima,99319-1,99319-1,Species
Marsdenia thyrsiflora,25.65,1136.8,280.0,57.0,Marsdenia thyrsiflora,Marsdenia thyrsiflora,Marsdenia thyrsiflora,99323-1,99323-1,Species
Marsdenia tomentosa,15.45,2444.05,452.5,53.0,Marsdenia tomentosa,Marsdenia tomentosa,Marsdenia tomentosa,99328-1,99328-1,Species
Marsdenia torsiva,5.300000000000001,6553.5,870.0,50.5,Marsdenia torsiva,Marsdenia torsiva,Marsdenia torsiva,985214-1,985214-1,Species
Marsdenia tricholepis,25.15,1855.8,169.5,55.0,Marsdenia tricholepis,Marsdenia tricholepis,Marsdenia tricholepis,985222-1,985222-1,Species
Marsdenia trivirgulata,25.95,1409.7,326.0,63.0,Marsdenia trivirgulata,Marsdenia trivirgulata,Marsdenia trivirgulata,153617-2,153617-2,Species
Marsdenia truncata,24.65,1407.5,183.0,62.0,Marsdenia truncata,Marsdenia truncata,Marsdenia truncata,99332-1,99332-1,Species
Marsdenia variabilis,22.15,1885.6,443.0,55.0,Marsdenia variabilis,Marsdenia variabilis,Marsdenia variabilis,985188-1,985188-1,Species
Marsdenia velutina,26.85,1591.5,156.0,60.0,Marsdenia velutina,Marsdenia velutina,Marsdenia velutina,99343-1,99343-1,Species
Marsdenia veronicae,26.15,1427.9,328.0,64.0,Marsdenia veronicae,Marsdenia veronicae,Marsdenia veronicae,320452-2,320452-2,Species
Marsdenia vohiborensis,18.65,1892.6,243.0,53.0,Marsdenia vohiborensis,Marsdenia vohiborensis,Marsdenia vohiborensis,99353-1,99353-1,Species
Marsdenia yunnanensis,11.65,881.8,467.0,64.0,Marsdenia yunnanensis,Marsdenia yunnanensis,Marsdenia yunnanensis,99363-1,99363-1,Species
Marsdenia yunnanensis var. major,14.15,1522.7,393.0,62.0,Marsdenia yunnanensis var. major,Marsdenia yunnanensis,Marsdenia yunnanensis,99363-1,99363-1,Species
Martensianthus galeottii,17.15,2187.5,506.0,54.0,Martensianthus galeottii,Martensianthus galeottii,Martensianthus galeottii,77111066-1,77111066-1,Species
Mascarenhasia arborescens,23.35,2072.75,292.0,56.0,Mascarenhasia arborescens,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia arborescens f. longifolia,23.85,767.5,97.0,65.0,Mascarenhasia arborescens f. longifolia,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia arborescens var. angustifolia,24.85,1326.4,248.0,62.0,Mascarenhasia arborescens var. angustifolia,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia arborescens var. arborescens,21.700000000000003,1809.95,324.0,58.0,Mascarenhasia arborescens var. arborescens,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia arborescens var. boivinii,23.049999999999997,2418.25,313.0,54.0,Mascarenhasia arborescens var. boivinii,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia arborescens var. keraudreniana,24.799999999999997,1194.0,159.5,61.0,Mascarenhasia arborescens var. keraudreniana,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia arborescens var. longifolia,22.35,1368.3000000000002,190.5,63.0,Mascarenhasia arborescens var. longifolia,Mascarenhasia arborescens,Mascarenhasia arborescens,80121-1,80121-1,Species
Mascarenhasia lanceolata,24.85,1983.95,270.5,58.0,Mascarenhasia lanceolata,Mascarenhasia lanceolata,Mascarenhasia lanceolata,80136-1,80136-1,Species
Mascarenhasia rubra,21.85,3092.2,350.0,51.0,Mascarenhasia rubra,Mascarenhasia rubra,Mascarenhasia rubra,77176970-1,77176970-1,Species
Mascarenhasia tampinensis,23.65,3361.5,304.0,51.0,Mascarenhasia tampinensis,Mascarenhasia tampinensis,Mascarenhasia tampinensis,80150-1,80150-1,Species
Massularia acuminata,24.85,2254.9,289.0,50.0,Massularia acuminata,Massularia acuminata,Massularia acuminata,756020-1,756020-1,Species
Mastixiodendron pachyclados,25.85,3084.2,387.5,52.0,Mastixiodendron pachyclados,Mastixiodendron pachyclados,Mastixiodendron pachyclados,271909-1,271909-1,Species
Mastixiodendron pachyclados var. tomentosum,26.25,3763.4500000000003,362.5,51.0,Mastixiodendron pachyclados var. tomentosum,Mastixiodendron pachyclados,Mastixiodendron pachyclados,271909-1,271909-1,Species
Mastixiodendron smithii,19.95,2926.5,551.0,53.0,Mastixiodendron smithii,Mastixiodendron smithii,Mastixiodendron smithii,756025-1,756025-1,Species
Matelea abbreviata,21.95,978.2,290.0,68.0,Matelea abbreviata,Matelea abbreviata,Matelea abbreviata,154472-2,154472-2,Species
Matelea acutissima,25.85,2563.5,251.0,51.0,Matelea acutissima,Matelea acutissima,Matelea acutissima,912781-1,912781-1,Species
Matelea alabamensis,19.3,1487.6,511.0,52.0,Matelea alabamensis,Matelea alabamensis,Matelea alabamensis,154475-2,154475-2,Species
Matelea amazonica,25.45,3060.3,337.5,43.5,Matelea amazonica,Riparoampelos amazonicus,Riparoampelos amazonicus,77206453-1,77206453-1,Species
Matelea annulata,19.25,1351.2,599.0,59.0,Matelea annulata,Matelea annulata,Matelea annulata,154481-2,154481-2,Species
Matelea atrostellata,16.95,455.4,198.0,76.0,Matelea atrostellata,Matelea atrostellata,Matelea atrostellata,77090378-1,77090378-1,Species
Matelea belizensis,25.95,1369.65,814.5,73.0,Matelea belizensis,Matelea belizensis,Matelea belizensis,154490-2,154490-2,Species
Matelea biflora,18.75,925.2,315.0,69.0,Matelea biflora,Matelea biflora,Matelea biflora,154492-2,154492-2,Species
Matelea brevistipitata,24.15,3596.9,349.0,45.0,Matelea brevistipitata,Matelea brevistipitata,Matelea brevistipitata,77122392-1,77122392-1,Species
Matelea calchaquina,8.95,857.2,225.0,71.0,Matelea calchaquina,Matelea calchaquina,Matelea calchaquina,77092945-1,77092945-1,Species
Matelea campechiana,25.65,1273.75,463.0,71.0,Matelea campechiana,Matelea campechiana,Matelea campechiana,154498-2,154498-2,Species
Matelea capillacea,20.4,1630.2,404.0,51.0,Matelea capillacea,Matelea capillacea,Matelea capillacea,154500-2,154500-2,Species
Matelea castanea,20.15,1048.9,354.5,62.5,Matelea castanea,Matelea castanea,Matelea castanea,154502-2,154502-2,Species
Matelea chihuahuensis,17.85,411.2,163.0,73.0,Matelea chihuahuensis,Matelea chihuahuensis,Matelea chihuahuensis,154506-2,154506-2,Species
Matelea congesta,19.85,932.8,229.0,62.0,Matelea congesta,Matelea congesta,Matelea congesta,154508-2,154508-2,Species
Matelea cornejoi,24.25,4744.25,536.0,47.0,Matelea cornejoi,Matelea cornejoi,Matelea cornejoi,77129402-1,77129402-1,Species
Matelea corrugata,23.35,4642.6,540.0,52.0,Matelea corrugata,Matelea corrugata,Matelea corrugata,60440837-2,60440837-2,Species
Matelea costata,25.6,1549.95,489.0,61.0,Matelea costata,Matelea costata,Matelea costata,280527-2,280527-2,Species
Matelea cremersii,25.45,2726.7,378.0,45.0,Matelea cremersii,Matelea cremersii,Matelea cremersii,304058-2,304058-2,Species
Matelea cynanchoides,19.4,1077.9,336.0,59.0,Matelea cynanchoides,Matelea cynanchoides,Matelea cynanchoides,154520-2,154520-2,Species
Matelea decumbens,14.95,700.1,291.0,65.0,Matelea decumbens,Matelea decumbens,Matelea decumbens,154522-2,154522-2,Species
Matelea denticulata,24.5,3004.2,409.0,53.0,Matelea denticulata,Chloropetalum denticulatum,Chloropetalum denticulatum,77206440-1,77206440-1,Species
Matelea dwyeri,23.15,3659.0,530.0,52.0,Matelea dwyeri,Matelea dwyeri,Matelea dwyeri,280533-2,280533-2,Species
Matelea edwardsensis,19.3,905.2,451.5,69.0,Matelea edwardsensis,Matelea edwardsensis,Matelea edwardsensis,154525-2,154525-2,Species
Matelea emmartinezii,21.15,2613.9,540.0,61.0,Matelea emmartinezii,Matelea emmartinezii,Matelea emmartinezii,60440843-2,60440843-2,Species
Matelea flavidula,18.65,1353.6,852.0,50.0,Matelea flavidula,Matelea flavidula,Matelea flavidula,154528-2,154528-2,Species
Matelea foetida,17.049999999999997,930.05,201.0,67.0,Matelea foetida,Matelea foetida,Matelea foetida,77092944-1,77092944-1,Species
Matelea fruticosa,22.15,300.4,156.0,74.0,Matelea fruticosa,Matelea fruticosa,Matelea fruticosa,154530-2,154530-2,Species
Matelea funkiana,19.15,2946.45,464.0,53.0,Matelea funkiana,Matelea funkiana,Matelea funkiana,300860-2,300860-2,Species
Matelea gentlei,25.75,1287.8,482.0,72.0,Matelea gentlei,Matelea gentlei,Matelea gentlei,154532-2,154532-2,Species
Matelea grenandii,25.35,3659.4,431.0,46.0,Matelea grenandii,Matelea grenandii,Matelea grenandii,301851-2,301851-2,Species
Matelea guatemalensis,17.65,2844.1,636.0,55.0,Matelea guatemalensis,Matelea guatemalensis,Matelea guatemalensis,154541-2,154541-2,Species
Matelea hatschbachii,21.75,2181.4,,,Matelea hatschbachii,Matelea hatschbachii,Matelea hatschbachii,280544-2,280544-2,Species
Matelea hildegardiana,20.9,1983.1,362.5,50.5,Matelea hildegardiana,Matelea hildegardiana,Matelea hildegardiana,280545-2,280545-2,Species
Matelea hirtelliflora,18.55,1178.8,382.0,55.0,Matelea hirtelliflora,Matelea hirtelliflora,Matelea hirtelliflora,77160810-1,77160810-1,Species
Matelea honorana,24.95,3081.7,529.0,46.0,Matelea honorana,Matelea honorana,Matelea honorana,280547-2,280547-2,Species
Matelea inops,19.55,1972.5,416.0,57.0,Matelea inops,Matelea inops,Matelea inops,154547-2,154547-2,Species
Matelea jaramilloi,25.05,2790.3,403.0,45.0,Matelea jaramilloi,Matelea jaramilloi,Matelea jaramilloi,300496-2,300496-2,Species
Matelea klugii,25.9,1529.8,320.0,51.0,Matelea klugii,Matelea klugii,Matelea klugii,940568-1,940568-1,Species
Matelea lehmannii,17.65,4163.0,600.0,51.0,Matelea lehmannii,Matelea lehmannii,Matelea lehmannii,280551-2,280551-2,Species
Matelea lourteigiae,25.75,2150.8500000000004,209.0,47.0,Matelea lourteigiae,Chloropetalum surinamense,Chloropetalum surinamense,77206442-1,77206442-1,Species
Matelea magnifolia,22.45,2799.05,495.0,55.0,Matelea magnifolia,Bruceholstia magnifolia,Bruceholstia magnifolia,77206437-1,77206437-1,Species
Matelea marcoassisii,23.25,1979.7,381.0,52.0,Matelea marcoassisii,Matelea marcoassisii,Matelea marcoassisii,1004808-1,1004808-1,Species
Matelea micrantha,25.35,2117.5,473.0,64.0,Matelea micrantha,Matelea micrantha,Matelea micrantha,154564-2,154564-2,Species
Matelea molinarum,20.05,2944.2,658.0,55.5,Matelea molinarum,Matelea molinarum,Matelea molinarum,99466-1,99466-1,Species
Matelea neblinae,21.950000000000003,4762.35,373.0,44.0,Matelea neblinae,Matelea neblinae,Matelea neblinae,280564-2,280564-2,Species
