Latin name provided,latinNameNoAuthor
Toxicodendron radicans subsp. orientale,Toxicodendron radicans subsp. orientale
Toxicodendron radicans subsp. radicans,Toxicodendron radicans subsp. radicans
Toxicodendron radicans var. eximium,Toxicodendron radicans var. eximium
Toxicodendron radicans var. littorale,Toxicodendron radicans var. littorale
Toxicodendron radicans var. radicans,Toxicodendron radicans var. radicans
Toxicodendron radicans var. rydbergii,Toxicodendron radicans var. rydbergii
Toxicodendron radicans var. verrucosum,Toxicodendron radicans var. verrucosum
Toxicodendron rectum foliis minoribus glabris,Toxicodendron rectum foliis minoribus glabris
Toxicodendron rydbergii,Toxicodendron rydbergii
Toxicodendron sect.simplicifolia,Toxicodendron sect.simplicifolia
Toxicodendron sect.venenata,Toxicodendron sect.venenata
Toxicodendron silvestre,Toxicodendron silvestre
Toxicodendron striatum,Toxicodendron striatum
Toxicodendron succedaneum,Toxicodendron succedaneum
Toxicodendron toxicarium,Toxicodendron toxicarium
Toxicodendron toxicodendron,Toxicodendron toxicodendron
Toxicodendron trichocarpum,Toxicodendron trichocarpum
Toxicodendron typhina,Toxicodendron typhina
Toxicodendron vernicifera,Toxicodendron vernicifera
Toxicodendron verniciferum,Toxicodendron verniciferum
Toxicodendron verniciflua,Toxicodendron verniciflua
Toxicodendron vernicifluum,Toxicodendron vernicifluum
Toxicodendron vernix,Toxicodendron vernix
Toxicodendron vulgare,Toxicodendron vulgare
Toxicodendron wallichii,Toxicodendron wallichii
Toxicodendrum capense,Toxicodendrum capense
Toxicodendrum globosum,Toxicodendrum globosum
Toxicophloea spectabilis,Toxicophloea spectabilis
Toxicophloea thunbergii,Toxicophloea thunbergii
Toxicoscordion,Toxicoscordion
Toxicoscordion brevibracteatum,Toxicoscordion brevibracteatum
Toxicoscordion brevibracteatus,Toxicoscordion brevibracteatus
Toxicoscordion exaltatum,Toxicoscordion exaltatum
Toxicoscordion fontanum,Toxicoscordion fontanum
Toxicoscordion fremontii,Toxicoscordion fremontii
Toxicoscordion gramineum,Toxicoscordion gramineum
Toxicoscordion micranthum,Toxicoscordion micranthum
Toxicoscordion nuttallii,Toxicoscordion nuttallii
Toxicoscordion paniculatum,Toxicoscordion paniculatum
Toxicoscordion venenosum,Toxicoscordion venenosum
Toxocarpus wightianus,Toxocarpus wightianus
Toxylon pomiferum,Toxylon pomiferum
Trachea,Trachea
Trachelanthus,Trachelanthus
Trachelospermum,Trachelospermum
Trachelospermum asiaticum,Trachelospermum asiaticum
Trachomitum,Trachomitum
Trachomitum venetum,Trachomitum venetum
Trachyandra,Trachyandra
Trachyandra divaricata,Trachyandra divaricata
Trachyandra laxa,Trachyandra laxa
Trachyandra saltii,Trachyandra saltii
Trachycarpus fortunei,
Trachylobium,Trachylobium
Trachymene,Trachymene
Trachymene australis,Trachymene australis
Trachymene cyanantha,Trachymene cyanantha
Trachymene glaucifolia,Trachymene glaucifolia
Trachymene incisa,Trachymene incisa
Trachymene ochracea,Trachymene ochracea
Trachyspermum ammi,Trachyspermum ammi
Trachyspermum copticum,Trachyspermum copticum
Tradescantia,Tradescantia
Tradescantia albiflora,Tradescantia albiflora
Tradescantia albifora,Tradescantia albifora
Tradescantia as 'wandering jew',Tradescantia as 'wandering jew'
Tradescantia blossfeldiana,Tradescantia blossfeldiana
Tradescantia cerinthoides,Tradescantia cerinthoides
Tradescantia fluminensis,Tradescantia fluminensis
Tradescantia pallida,Tradescantia pallida
Tradescantia sp. cv. Silverqueen,Tradescantia sp. cv. Silverqueen
Tradescantia spathacea,Tradescantia spathacea
Tradescantia tricolor,Tradescantia tricolor
Tradescantia virginiana,Tradescantia virginiana
Tradescantia viridis,Tradescantia viridis
Tradescantia zebrina,Tradescantia zebrina
Traditional remedy,Traditional remedy
Trageas,Trageas
Tragia,Tragia
Tragia arnhemica,Tragia arnhemica
Tragia betonicifolia,Tragia betonicifolia
Tragia bicolor,Tragia bicolor
Tragia cannabina,Tragia cannabina
Tragia finalis,Tragia finalis
Tragia hispida,Tragia hispida
Tragia involucrata,Tragia involucrata
Tragia lessertiana,Tragia lessertiana
Tragia montana,Tragia montana
Tragia muelleriana,Tragia muelleriana
Tragia novae-hollandiae,Tragia novae-hollandiae
Tragia ramosa,Tragia ramosa
Tragia saxicola,Tragia saxicola
Tragia volubilis,Tragia volubilis
Tragiella,Tragiella
Tragopogon,Tragopogon
Tragopogon porrifolius,Tragopogon porrifolius
Tragopogon pratensis,Tragopogon pratensis
Tragus,Tragus
Trametes suaveolens,Trametes suaveolens
Trametes versicolor,Trametes versicolor
Trapa natans,Trapa natans
Trattinnickia aspera,Trattinnickia aspera
Trautvetteria,Trautvetteria
Trautvetteria caroliniensis,Trautvetteria caroliniensis
Trema,Trema
Trema amboinensis,Trema amboinensis
Trema aspera,Trema aspera
Trema aspera var. viridis,Trema aspera var. viridis
Trema cannabina,Trema cannabina
Trema micrantha,Trema micrantha
Trema micratha,Trema micratha
Trema orientalis,Trema orientalis
Trema tomentosa,Trema tomentosa
Trema virgata,Trema virgata
Trembleyas,Trembleyas
Tremella mesenterica,Tremella mesenterica
Tremella sp.,Tremella sp.
Tremellaceae,Tremellaceae
Tremellales,Tremellales
Tremellodon gelatinosum,Tremellodon gelatinosum
Tremiscus helvelloides,Tremiscus helvelloides
Trevesia,Trevesia
Triadica,Triadica
Triadica sebifera,Triadica sebifera
Trianthema,Trianthema
Trianthema australis,Trianthema australis
Trianthema crystallina,Trianthema crystallina
Trianthema decandra,Trianthema decandra
Trianthema galericulata,Trianthema galericulata
Trianthema monogyna,Trianthema monogyna
Trianthema pentandra,Trianthema pentandra
Trianthema portulacastrum,Trianthema portulacastrum
Trianthema triquetra,Trianthema triquetra
Tribulus,Tribulus
Tribulus alacranensis,Tribulus alacranensis
Tribulus astrocarpus,Tribulus astrocarpus
Tribulus cistoides,Tribulus cistoides
Tribulus cristallus,Tribulus cristallus
Tribulus inermis,Tribulus inermis
Tribulus micrococcus,Tribulus micrococcus
Tribulus pterophorus,Tribulus pterophorus
Tribulus terrestris,Tribulus terrestris
Tribulus terristris,Tribulus terristris
Tribulus zeyheri,Tribulus zeyheri
Trichadenia zeylanica,Trichadenia zeylanica
Trichelia trifoliata,Trichelia trifoliata
Trichilia,Trichilia
Trichilia emetica,Trichilia emetica
Trichilia glabra,Trichilia glabra
Trichilia roka,Trichilia roka
Trichilia roka auctt.,Trichilia roka auctt.
Trichilia ruppelliana,Trichilia ruppelliana
Trichinium alopecuroideum,Trichinium alopecuroideum
Trichinium obovatum,Trichinium obovatum
Trichinium semilanatum,Trichinium semilanatum
Trichocarpae,Trichocarpae
Trichocarpeae,Trichocarpeae
Trichocaulon piliferum,Trichocaulon piliferum
Trichocephalus,Trichocephalus
Trichocereus,Trichocereus
Trichocereus bridgesii,Trichocereus bridgesii
Trichocereus candidans,Trichocereus candidans
Trichocereus lampochlorus,Trichocereus lampochlorus
Trichocereus macrogonus,Trichocereus macrogonus
Trichocereus pachanoi,Trichocereus pachanoi
Trichocereus peruvianus,Trichocereus peruvianus
Trichocereus terscheckii,Trichocereus terscheckii
Trichocereus werdermannianus,Trichocereus werdermannianus
Trichocladus ellypticus,Trichocladus ellypticus
Trichocline,Trichocline
Trichocline incana,Trichocline incana
Trichocoleopsis sacculata,Trichocoleopsis sacculata
Trichoconis padwickii,Trichoconis padwickii
Trichoderma,Trichoderma
Trichoderma hamatum,Trichoderma hamatum
Trichoderma harzianum,Trichoderma harzianum
Trichoderma viride,Trichoderma viride
Trichoderma virides,Trichoderma virides
Trichodesma,Trichodesma
Trichodesma africana,Trichodesma africana
Trichodesma africanum,Trichodesma africanum
Trichodesma ehrenbergii,Trichodesma ehrenbergii
Trichodesma incanum,Trichodesma incanum
Trichodesma zeylanicum,Trichodesma zeylanicum
Trichodesmium,Trichodesmium
Trichodesmium erythraeum,Trichodesmium erythraeum
Trichodiadema,Trichodiadema
Trichodoma pardinum,Trichodoma pardinum
Trichoglossum hirsutum,Trichoglossum hirsutum
Tricholaena rosea,Tricholaena rosea
Tricholepis,Tricholepis
Tricholepis glaberrima,Tricholepis glaberrima
Tricholepsis radicans,Tricholepsis radicans
Tricholoma,Tricholoma
Tricholoma acerbum,Tricholoma acerbum
Tricholoma albobrunneum,Tricholoma albobrunneum
Tricholoma album,Tricholoma album
Tricholoma argyraceum,Tricholoma argyraceum
Tricholoma atrosquamosum,Tricholoma atrosquamosum
Tricholoma aurantia,Tricholoma aurantia
Tricholoma aurantium,Tricholoma aurantium
Tricholoma auratum,Tricholoma auratum
Tricholoma bufonium,Tricholoma bufonium
Tricholoma chrysenteroides,Tricholoma chrysenteroides
Tricholoma cimicinum,Tricholoma cimicinum
Tricholoma cingulatum,Tricholoma cingulatum
Tricholoma cnista,Tricholoma cnista
Tricholoma columbetta,Tricholoma columbetta
Tricholoma crenulatum,Tricholoma crenulatum
Tricholoma decorum,Tricholoma decorum
Tricholoma equestre,Tricholoma equestre
Tricholoma flavobrunneum,Tricholoma flavobrunneum
Tricholoma flavorvirens,Tricholoma flavorvirens
Tricholoma flavovirens,Tricholoma flavovirens
Tricholoma focale,Tricholoma focale
Tricholoma fulvum,Tricholoma fulvum
Tricholoma fumescens,Tricholoma fumescens
Tricholoma gambosum,Tricholoma gambosum
Tricholoma georgii,Tricholoma georgii
Tricholoma gigantium,Tricholoma gigantium
Tricholoma grande,Tricholoma grande
Tricholoma groanense,Tricholoma groanense
Tricholoma imbricatum,Tricholoma imbricatum
Tricholoma inamoenum,Tricholoma inamoenum
Tricholoma intermedium,Tricholoma intermedium
Tricholoma irinum,Tricholoma irinum
Tricholoma josserandii,Tricholoma josserandii
Tricholoma lascivum,Tricholoma lascivum
Tricholoma laterarium,Tricholoma laterarium
Tricholoma lentum,Tricholoma lentum
Tricholoma leucocephalum,Tricholoma leucocephalum
Tricholoma lobayense,Tricholoma lobayense
Tricholoma magnivalare,Tricholoma magnivalare
Tricholoma magnivalere,Tricholoma magnivalere
Tricholoma magnivelare,Tricholoma magnivelare
Tricholoma matsutake,Tricholoma matsutake
Tricholoma mauritianum,Tricholoma mauritianum
Tricholoma montanum,Tricholoma montanum
Tricholoma murinaceum,Tricholoma murinaceum
Tricholoma muscarium,Tricholoma muscarium
Tricholoma myomyces,Tricholoma myomyces
Tricholoma nuda,Tricholoma nuda
Tricholoma nudum,Tricholoma nudum
Tricholoma olearius,Tricholoma olearius
Tricholoma orirubens,Tricholoma orirubens
Tricholoma paradinum,Tricholoma paradinum
Tricholoma pardinum,Tricholoma pardinum
Tricholoma perdolatum,Tricholoma perdolatum
Tricholoma personatum,Tricholoma personatum
Tricholoma pessudatum,Tricholoma pessudatum
Tricholoma pessundatum,Tricholoma pessundatum
Tricholoma pessundatum var. montanum,Tricholoma pessundatum var. montanum
Tricholoma pessundatum var. populinum,Tricholoma pessundatum var. populinum
Tricholoma populinum,Tricholoma populinum
Tricholoma portentosum,Tricholoma portentosum
Tricholoma ramentaceum,Tricholoma ramentaceum
Tricholoma resplendens,Tricholoma resplendens
Tricholoma rutilans,Tricholoma rutilans
Tricholoma saevum,Tricholoma saevum
Tricholoma salero,Tricholoma salero
Tricholoma saponaceum,Tricholoma saponaceum
Tricholoma scalpturatum,Tricholoma scalpturatum
Tricholoma sciodes,Tricholoma sciodes
Tricholoma sejunctum,Tricholoma sejunctum
Tricholoma sp.,Tricholoma sp.
Tricholoma spectabilis,Tricholoma spectabilis
Tricholoma spp.,Tricholoma spp.
Tricholoma squarrulosum,Tricholoma squarrulosum
Tricholoma stans,Tricholoma stans
Tricholoma striatum,Tricholoma striatum
Tricholoma subacutum,Tricholoma subacutum
Tricholoma subannulatum,Tricholoma subannulatum
Tricholoma sudum,Tricholoma sudum
Tricholoma sulphureum,Tricholoma sulphureum
Tricholoma terreum,Tricholoma terreum
Tricholoma terriferum,Tricholoma terriferum
Tricholoma tigrinum,Tricholoma tigrinum
Tricholoma transmutans,Tricholoma transmutans
Tricholoma tricolor,Tricholoma tricolor
Tricholoma unifactum,Tricholoma unifactum
Tricholoma ustale,Tricholoma ustale
Tricholoma ustaloides,Tricholoma ustaloides
Tricholoma vaccinum,Tricholoma vaccinum
Tricholoma venenata,Tricholoma venenata
Tricholoma venenatum,Tricholoma venenatum
Tricholoma virgatum,Tricholoma virgatum
Tricholoma zelleri,Tricholoma zelleri
Tricholoma zvarae,Tricholoma zvarae
Tricholomataceae,Tricholomataceae
Tricholomate pessundato,Tricholomate pessundato
Tricholomopsis,Tricholomopsis
Tricholomopsis album,Tricholomopsis album
Tricholomopsis edodes,Tricholomopsis edodes
Tricholomopsis inamoenum,Tricholomopsis inamoenum
Tricholomopsis lascivum,Tricholomopsis lascivum
Tricholomopsis platyphylla,Tricholomopsis platyphylla
Tricholomopsis rutilans,Tricholomopsis rutilans
Tricholomopsis sciodes,Tricholomopsis sciodes
Tricholomopsis sejunctum,Tricholomopsis sejunctum
Tricholomopsis sp.,Tricholomopsis sp.
Tricholomopsis virgatum,Tricholomopsis virgatum
Trichonema cruciatum,Trichonema cruciatum
Trichonema longifolium,Trichonema longifolium
Trichophyton,Trichophyton
Trichophyton erinacei,Trichophyton erinacei
Trichophyton mentagrophytes,Trichophyton mentagrophytes
Trichophyton mentagrophytes var. interdigitale,Trichophyton mentagrophytes var. interdigitale
Trichophyton rubrum,Trichophyton rubrum
Trichosanthes,Trichosanthes
Trichosanthes bractcata,Trichosanthes bractcata
Trichosanthes bracteata,Trichosanthes bracteata
Trichosanthes cucumerina,Trichosanthes cucumerina
Trichosanthes cucumeroides,Trichosanthes cucumeroides
Trichosanthes dioica,Trichosanthes dioica
Trichosanthes integrifolia,Trichosanthes integrifolia
Trichosanthes kirilowi,Trichosanthes kirilowi
Trichosanthes kirilowii,Trichosanthes kirilowii
Trichosanthes palmata,Trichosanthes palmata
Trichosanthis kirilowii maxim,Trichosanthis kirilowii maxim
Trichoscypha,Trichoscypha
Trichothecium,Trichothecium
Trichothecium roseum,Trichothecium roseum
Tricliceras longi,Tricliceras longi
Triclisia dictyophylla,Triclisia dictyophylla
Triclisia patens,Triclisia patens
Tricoloma grammapodicum,Tricoloma grammapodicum
Tricoloma tigrinum,Tricoloma tigrinum
Tricolomopsis album,Tricolomopsis album
Tricyrtidaceae,Tricyrtidaceae
Tricyrtis,Tricyrtis
Tricyrtis formosana,Tricyrtis formosana
Tricyrtis hirta,Tricyrtis hirta
Tricyrtis latifolia,Tricyrtis latifolia
Tricyrtis stolonifera,Tricyrtis stolonifera
Tridaceae,Tridaceae
Tridax procumbens,Tridax procumbens
Tridens flavus,Tridens flavus
Trietsia fruticosa,Trietsia fruticosa
Trifolieae,Trifolieae
Trifolium,Trifolium
Trifolium affine,Trifolium affine
Trifolium alexandrinum,Trifolium alexandrinum
Trifolium alexandrium,Trifolium alexandrium
Trifolium arvenese,Trifolium arvenese
Trifolium arvense,Trifolium arvense
Trifolium as 'clover',Trifolium as 'clover'
Trifolium as 'trèfle',Trifolium as 'trèfle'
Trifolium brachycalycinum,Trifolium brachycalycinum
Trifolium campestre,Trifolium campestre
Trifolium dubium,Trifolium dubium
Trifolium fragiferum,Trifolium fragiferum
Trifolium glomeratum,Trifolium glomeratum
Trifolium hybridum,Trifolium hybridum
Trifolium hydridum,Trifolium hydridum
Trifolium incarnatum,Trifolium incarnatum
Trifolium nigrescens,Trifolium nigrescens
Trifolium platense,Trifolium platense
Trifolium pratense,Trifolium pratense
Trifolium pratense as 'red clover',Trifolium pratense as 'red clover'
Trifolium pratinse,Trifolium pratinse
Trifolium pretense,Trifolium pretense
Trifolium procumbens,Trifolium procumbens
Trifolium rapens,Trifolium rapens
Trifolium repens,Trifolium repens
Trifolium repens as 'trèfle blanc',Trifolium repens as 'trèfle blanc'
Trifolium repens as 'trèfle rampant',Trifolium repens as 'trèfle rampant'
Trifolium repens as 'white clover',Trifolium repens as 'white clover'
Trifolium resupinatum,Trifolium resupinatum
Trifolium subterran,Trifolium subterran
Trifolium subterraneum,Trifolium subterraneum
Trifolium subterraneum as 'subterranean clover',Trifolium subterraneum as 'subterranean clover'
Trifolium subterraneum var. Mt Barker,Trifolium subterraneum var. Mt Barker
Trifolium subterraneum var. Yarloop,Trifolium subterraneum var. Yarloop
Trifolium uniflorum,Trifolium uniflorum
Trifolium vulgare,Trifolium vulgare
Trifolloum,Trifolloum
Trifolum,Trifolum
Trifolum subterraneum,Trifolum subterraneum
Triglochin,Triglochin
Triglochin as 'arrow grass',Triglochin as 'arrow grass'
Triglochin concinna,Triglochin concinna
Triglochin concinnum,Triglochin concinnum
Triglochin concinnum var. debile,Triglochin concinnum var. debile
Triglochin debilis,Triglochin debilis
Triglochin gaspense,Triglochin gaspense
Triglochin gaspensis,Triglochin gaspensis
Triglochin maitima,Triglochin maitima
Triglochin maritima,Triglochin maritima
Triglochin maritimum,Triglochin maritimum
Triglochin palustre,Triglochin palustre
Triglochin palustris,Triglochin palustris
Triglochin procera,Triglochin procera
Triglochin procerum,Triglochin procerum
Triglochin striata,Triglochin striata
Triglochin striatum,Triglochin striatum
Trigonella,Trigonella
Trigonella balansae,Trigonella balansae
Trigonella caerulea,Trigonella caerulea
Trigonella corniculata,Trigonella corniculata
Trigonella foenumgraecum,Trigonella foenumgraecum
Trigonella foenum-graecum,Trigonella foenum-graecum
Trigonella ornithopioides,Trigonella ornithopioides
Trilepisium madagascariense,Trilepisium madagascariense
Trilliaceae,Trilliaceae
Trillium,Trillium
Trillium erectum,Trillium erectum
Trillium govanianum,Trillium govanianum
Trillium grandiflorum,Trillium grandiflorum
Trillium luteum,Trillium luteum
Trillium sessile,Trillium sessile
Trillium stellata,Trillium stellata
Trillium stylosum,Trillium stylosum
Trillium tschonoskii,Trillium tschonoskii
Trillium undulatum,Trillium undulatum
Trimezia cathartica,Trimezia cathartica
Trimezia juncifolia,Trimezia juncifolia
Trinia,Trinia
Trinia glauca,Trinia glauca
Trinia kitaibelii,Trinia kitaibelii
Triodia,Triodia
Triodia flava,Triodia flava
Triosteum,Triosteum
Triosteum perfoliatum,Triosteum perfoliatum
Tripanosoma sanguinis,Tripanosoma sanguinis
Triphyophyllum peltatum,Triphyophyllum peltatum
Triplaris,Triplaris
Triplaris surinamensis,Triplaris surinamensis
Tripleurospermum maritimum ssp. inodorum,Tripleurospermum maritimum ssp. inodorum
Triplochiton scleroxylon,Triplochiton scleroxylon
Tripterospermum taiwanense,Tripterospermum taiwanense
Tripterygium wilfordii,Tripterygium wilfordii
Tripterygium wilfordii as 'thunder god vine',
Tripterygium wilfordii as 'thunder god wine',
Triraphis,Triraphis
Triraphis mollis,Triraphis mollis
Trisetum,Trisetum
Trisetum flavescens,Trisetum flavescens
Triseum flavescens,Triseum flavescens
Tristachya chrysotrix,Tristachya chrysotrix
Tristachya leiostachya,Tristachya leiostachya
Tristania conferta,Tristania conferta
Triteleia,Triteleia
Triticosecale,Triticosecale
Triticum,Triticum
Triticum aestivum,Triticum aestivum
Triticum aestivum as 'wheat',Triticum aestivum as 'wheat'
Triticum dicoccum,Triticum dicoccum
Triticum durum,Triticum durum
Triticum monococcum,Triticum monococcum
Triticum repens,Triticum repens
Triticum sativum,Triticum sativum
Triticum vulgare,Triticum vulgare
Triticum vulgaris,Triticum vulgaris
Triumfetta,Triumfetta
Triumfetta batramia,Triumfetta batramia
Triumfetta lappula,Triumfetta lappula
Triumfetta rhomboidea,Triumfetta rhomboidea
Triumfetta semitriloba,Triumfetta semitriloba
Triumpheta,Triumpheta
Triunia,Triunia
Triunia erythrocarpa,Triunia erythrocarpa
Triunia montana,Triunia montana
Triunia robusta,Triunia robusta
Triunia sp. aff. youngiana (Mt. Lewis),Triunia sp. aff. youngiana (Mt. Lewis)
Triunia youngiana,Triunia youngiana
Trixis antimenorrhoea,Trixis antimenorrhoea
Trixis ophiorrhiza,Trixis ophiorrhiza
Trixis piptzahuac,Trixis piptzahuac
Trochiscanthes nodiflora,Trochiscanthes nodiflora
Trochodendraceae,Trochodendraceae
Trochodendron aralioides,Trochodendron aralioides
Trochomeria debilis,Trochomeria debilis
Trochomeria sagittata,Trochomeria sagittata
Trogia,Trogia
Trogia crispa,Trogia crispa
Trogia infundubiliformis,Trogia infundubiliformis
